"","id_record","id_study","id_control","id_effect","authors","publication_year","bibtexkey","category","author","title","year","journal","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","total_accuracy_control_mean","total_accuracy_mi_mean","total_accuracy_control_sd","total_accuracy_mi_sd","total_accuracy_control_prop","total_accuracy_mi_prop","id"
"11","002","002_01","002_01_01","0011","blank et al",2013,"Blank_2013","article","Hartmut Blank; James Ost; Jo Davies; Georgina Jones; Katie Lambert; Kelly Salmon","Comparing the influence of directly vs. indirectly encountered post-event misinformation on eyewitness remembering",2013,"Acta Psychologica","10.1016/j.actpsy.2013.10.006","en","en","gb","students","lab","course_credit_or_money","course credit or 5 GBP",0,0,0,0,120,60,60,"within",NA,NA,0.5,0.41,0.26,0.3,"proportion",0,"omit","omit","consistent","students","Table 2, p.639",NA,19,NA,18,42,NA,NA,"no_manipulation",0,0,"visual","CCTV_robbery_jewellery_store_youtube_anonymous_2011",NA,0,0,0,"live","cowitness",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,3,3,18,"two tests were conducted, recall and regocnition. Free recal was first and forced choice recognition directly after. The tests were not the same, but some dependency between the measures must be assumed.","A 2 (influence type: direct vs. indirect) × 2 (post-warning: yes vs. no) experimental design. With exposure to misleading details (vs. no exposure) and time of assessment (immediately vs. one week later) were within-participants factors. We did not assess the repeated test)",0.5,0.41,0.26,0.3,NA,NA,11
"12","002","002_01","002_01_02","0012","blank et al",2013,"Blank_2013","article","Hartmut Blank; James Ost; Jo Davies; Georgina Jones; Katie Lambert; Kelly Salmon","Comparing the influence of directly vs. indirectly encountered post-event misinformation on eyewitness remembering",2013,"Acta Psychologica","10.1016/j.actpsy.2013.10.006","en","en","gb","students","lab","course_credit_or_money","course credit or 5 GBP",0,0,0,0,120,60,60,"within",NA,NA,0.5,0.38,0.28,0.26,"proportion",0,"omit","omit","consistent","students","Table 2, p.639",NA,19,NA,18,42,NA,NA,"no_manipulation",0,0,"visual","CCTV_robbery_jewellery_store_youtube_anonymous_2011",NA,0,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,3,3,18,"two tests were conducted, recall and regocnition. Free recal was first and forced choice recognition directly after. The tests were not the same, but some dependency between the measures must be assumed.","A 2 (influence type: direct vs. indirect) × 2 (post-warning: yes vs. no) experimental design. With exposure to misleading details (vs. no exposure) and time of assessment (immediately vs. one week later) were within-participants factors. We did not assess the repeated test)",0.5,0.38,0.28,0.26,NA,NA,12
"13","003","003_01","003_01_01","0013","bowles",2014,"Bowles_2013","article","Peter V. Bowles; Stefanie J. Sharman","The Effect of Different Types of Leading Questions on Adult Eyewitnesses with Mild Intellectual Disabilities",2013,"Applied Cognitive Psychology","10.1002/acp.2953","en","en","au","community",NA,NA,NA,0,0,0,0,41,41,41,"within",NA,NA,0.61,0.421,0.274,0.287,"proportion",0,"omit","omit","neutral","within subjects comparison ID adults","p.131",32.37,NA,7.75,22,48,0.39,"intellectual_disability","no_manipulation",0,0,"visual","eric_the_electrician",NA,0,0,0,"live","misinformation_interview",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,4,4,20,"Participants were adults with mild intelectual disibility, typically meaning having an IQ between 50 and 75","This is a 2(control, misled)X4(question type) design comparing ID adults getting PEI through an interview. Only the main effect of misinformation is extracted here.",0.61,0.421,0.274,0.287,NA,NA,13
"14","004","004_02","004_02_01","0014","connolly & lindsey",2001,NA,NA,"",NA,NA,NA,"10.1002/1099-0720%28200103/04%2915:2%3C205::AID-ACP698%3E3.0.CO;2-F","en","en","ca","community","field",NA,NA,0,0,0,0,16,16,16,"within",NA,NA,0.06,0.09,0.17,0.2,"proportion",1,"omit","omit","neutral","within subjects comparison on 8-year-olds on incorrect yes responces on variable details","p 218",8.3,NA,0.75,NA,NA,NA,NA,"no_manipulation",0,0,"live","play_sessions_connolly_lindsey_2011",NA,0,0,96,"live","interview",NA,"no_manipulation",0,24,0,0,"recognition","live",NA,12,12,24,"participants were 8 year-old children, with two different event materials","this experiment looks at two misinformation events and measures recognition on those events biased by an interview. Multiple effects wer not available due to lacking reporting. The specific effects we report are indicated in the comparison notes.",0.94,0.91,0.17,0.2,NA,NA,14
"15","004","004_02","004_02_01","0015","connolly & lindsey",2001,NA,NA,"",NA,NA,NA,"10.1002/1099-0720%28200103/04%2915:2%3C205::AID-ACP698%3E3.0.CO;2-F","en","en","ca","community","field",NA,NA,0,0,0,0,16,16,16,"within",NA,NA,0.16,0.47,0.24,0.39,"proportion",1,"omit","omit","neutral","within subjects comparison on 8-year-olds on incorrect yes responces on variable details","p 218",8.3,NA,0.75,NA,NA,NA,NA,"no_manipulation",0,0,"live","play_sessions_connolly_lindsey_2011",NA,0,0,96,"live","interview",NA,"no_manipulation",0,24,0,0,"recognition","live",NA,12,12,24,"participants were 8 year-old children, with two different event materials","this experiment looks at two misinformation events and measures recognition on those events biased by an interview. Multiple effects wer not available due to lacking reporting. The specific effects we report are indicated in the comparison notes.",0.84,0.53,0.24,0.39,NA,NA,15
"16","004","004_02","004_02_01","0016","connolly & lindsey",2001,NA,NA,"",NA,NA,NA,"10.1002/1099-0720%28200103/04%2915:2%3C205::AID-ACP698%3E3.0.CO;2-F","en","en","ca","community","field",NA,NA,0,0,0,0,16,16,16,"within",NA,NA,0.16,0.59,0.24,0.38,"proportion",1,"omit","omit","neutral","within subjects comparison on 8-year-olds incorrect 'yes' responses on Lauren story","p.218",8.3,NA,0.75,NA,NA,NA,NA,"no_manipulation",0,0,"live","lauren_story_connolly_lindsey_2001",NA,0,0,96,"live","interview",NA,"no_manipulation",0,24,0,0,"recognition","live",NA,12,2,4,"participants were 8 year-old children","this experiment looks at two misinformation events and measures recognition on those events biased by an interview. Multiple effects wer not available due to lacking reporting. The specific effects we report are indicated in the comparison notes.",0.84,0.41,0.24,0.38,NA,NA,16
"17","005","005_01","005_01_01","0017","frost",2000,NA,NA,"",NA,NA,NA,"10.3758/BF03214367","en","en","us","students","lab","course_credit",NA,0,0,0,0,48,48,48,"within",NA,NA,0.26,0.14,0.207,0.207,"proportion",0,"omit","omit","no_misinformation",NA,"p.533, table 1. p.534. Standar deviations are pooled and were calculated from the SEM reported with the t-statistics.",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",0,0,0,0,"cued_recall","text",NA,2,2,4,"no moderators","participants are presented with slides, misinformation through narrative, and then cued recall in text",0.26,0.14,0.207,0.207,NA,NA,17
"18","005","005_02","005_02_01","0018","frost",2000,NA,NA,"",NA,NA,NA,"10.3758/BF03214367","en","en","us","students","lab","course_credit",NA,0,0,0,0,48,48,48,"within",NA,NA,0.35,0.16,0.275,0.275,"proportion",0,"omit","omit","no_misinformation",NA,"p.533, table 1. p.534. Standar deviations are pooled and were calculated from the SEM reported with the t-statistics.",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",0,0,0,0,"cued_recall","text",NA,4,4,6,"no moderators","participants are presented with slides, misinformation through narrative, and then cued recall in text",0.35,0.16,0.275,0.275,NA,NA,18
"19","005","005_02","005_02_01","0019","frost",2000,NA,NA,"",NA,NA,NA,"10.3758/BF03214367","en","en","us","students","lab","course_credit",NA,0,0,0,0,48,48,48,"within",NA,NA,0.17,0.12,0.24,0.24,"proportion",0,"omit","omit","no_misinformation",NA,"p.533, table 1. p.534. Standar deviations are pooled and were calculated from the SEM reported with the t-statistics.",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985",NA,0,0,0,"text","narrative",NA,"no_manipulation",0,168,0,0,"cued_recall","text",NA,4,4,6,"a 168 hour time delay between exposer and recall testing.","participants are presented with slides, misinformation through narrative, and then cued recall in text",0.17,0.12,0.24,0.24,NA,NA,19
"20","006","006_01","006_01_01","0020","multhaup",1999,"Multhaup_1999","article","Kristi S. Multhaup; Doreen M. De Leonardis; Marcia K. Johnson","Source Memory and Eyewitness Suggestibility in Older Adults",1999,"The Journal of General Psychology","10.1080/00221309909595352","en","en","us","community","lab",NA,NA,0,0,0,0,132,31,32,"between",NA,NA,2.42,3.59,NA,NA,"count",1,"omit","omit","consistent","comparing groups (yes/no recognition test)",NA,70.65,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","complex_office_scene_slide_psychology_today_1985",NA,1,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"recognition","text",NA,8,8,32,"The filler tasks were to shortly describe the slides, without the intention of RES. Therefore, postevent_recall and postexposure_recall was given a 1.","Mean age were presented for both mislead group and control group, the extracted mean age is based on the mean of the mean age of the control group (71.61) and the mislead group (69.69).",0.6975,0.55125,NA,NA,NA,NA,20
"21","006","006_01","006_01_02","0021","multhaup",1999,"Multhaup_1999","article","Kristi S. Multhaup; Doreen M. De Leonardis; Marcia K. Johnson","Source Memory and Eyewitness Suggestibility in Older Adults",1999,"The Journal of General Psychology","10.1080/00221309909595352","en","en","us","community","lab",NA,NA,0,0,0,0,132,33,32,"between",NA,NA,1.64,1.56,NA,NA,"count",1,"omit","omit","consistent","comparing groups (source-monitoring test)",NA,70.49,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"visual","complex_office_scene_slide_psychology_today_1985",NA,1,0,0,"text","narrative",NA,"no_manipulation",1,0,0,0,"source_monitoring","text",NA,8,8,32,"The filler tasks were to shortly describe the slides, without the intention of RES. Therefore, post-event recall was given a 1.","Mean age were presented for both mislead group and control group, the extracted mean age is based on the mean of the mean age of the control group (70.03) and the mislead group (70.94).",0.795,0.805,NA,NA,NA,NA,21
"22","007","007_01","007_01_01","0022","highhouse & bottril",1995,"Highhouse_1995","article","Scott Highhouse; Karen V. Bottrill","The Influence of Social (Mis)Information on Memory for Behavior in an Employment Interview",1995,"Organizational Behavior and Human Decision Processes","10.1006/obhd.1995.1045","en","en","us","students","lab","course_credit","participants were given extra credits",0,0,0,0,93,35,35,"between",NA,NA,0.46,0.17,NA,NA,"proportion",0,"omit","omit","consistent","comparing groups on percentage of foils correctly rejected","Table 1, p.224",24,NA,NA,18,45,0.63,NA,"no_manipulation",0,0,"audiovisual","employment_interview_video_hinsz_1990",NA,0,0,0,"text","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,10,10,42,"Participants viewed a interview video, evaluated them on their behaviors, received misinformation, recognition test",NA,0.46,0.17,NA,NA,NA,NA,22
"23","007","007_01","007_01_01","0023","highhouse & bottril",1995,"Highhouse_1995","article","Scott Highhouse; Karen V. Bottrill","The Influence of Social (Mis)Information on Memory for Behavior in an Employment Interview",1995,"Organizational Behavior and Human Decision Processes","10.1006/obhd.1995.1045","en","en","us","students","lab","course_credit","participants were given extra credits",0,0,0,0,93,35,23,"between",NA,NA,0.46,0.42,NA,NA,"proportion",0,"omit","omit","consistent","comparing groups on percentage of foils correctly rejected","Table 1, p.224",24.5,NA,NA,18,48.5,0.6,NA,"no_manipulation",0,0,"audiovisual","employment_interview_video_hinsz_1990",NA,0,0,0,"text","narrative",NA,"no_manipulation",0,0,1,0,"recognition","text",NA,10,10,42,"Participants viewed a interview video, evaluated them on their behaviors, received misinformation, received a warning, recognition test","Mean age were presented for both mislead group and control group, the extracted mean age is based on the mean of the mean age of the control group (24) and the mislead group (25). Same for the min/max age and gender distribution.",0.46,0.42,NA,NA,NA,NA,23
"24","008","008_01","008_01_01","0024","lassiter et al",1987,"Lassiter_1987","article","G. Daniel Lassiter; Julie I. Stone; Michael F. Weigold","Effect of Leading Questions on the Self-Monitoring-Memory Correlation",1987,"Personality and Social Psychology Bulletin","10.1177/0146167287134010","en","en","us","students","lab",NA,NA,0,0,0,0,48,12,12,"between",NA,NA,0.94,0.728,NA,NA,"proportion",0,"omit","omit","no_misinformation","comparing two groups on their recall accuracy on leading vs nonleading questions, as a function of subjects degree' of self-monitoring (high-monitors)","Table 2, p.542",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","generic_activities_video_lassiter_et_al_1987",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,5,5,45,"High self-monitors","They presented n for the condition (misleading / noleading questions, however they did not provide n after splitting the groups into high vs low self-monitors",0.94,0.728,NA,NA,NA,NA,24
"25","008","008_01","008_01_02","0025","lassiter et al",1987,"Lassiter_1987","article","G. Daniel Lassiter; Julie I. Stone; Michael F. Weigold","Effect of Leading Questions on the Self-Monitoring-Memory Correlation",1987,"Personality and Social Psychology Bulletin","10.1177/0146167287134010","en","en","us","students","lab",NA,NA,0,0,0,0,48,12,12,"between",NA,NA,0.771,0.74,NA,NA,"proportion",0,"omit","omit","no_misinformation","comparing two groups on their recall accuracy on leading vs nonleading questions, as a function of subjects degree' of self-monitoring (high-monitors)","Table 2, p.542",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","generic_activities_video_lassiter_et_al_1987",NA,0,0,0,"text","questionnaire",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,5,5,45,"Low self-monitors","They presented n for the condition (misleading / noleading questions, however they did not provide n after splitting the groups into high vs low self-monitors",0.771,0.74,NA,NA,NA,NA,25
"26","009","009_01","009_01_01","0026","calvillo et al.",2016,"Calvillo_2016","article","Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy","Sleep Increases Susceptibility to the Misinformation Effect",2016,"Applied Cognitive Psychology","10.1002/acp.3259","en","en","us","students","lab","course_credit","course credit toward the completion of a research requirement",0,0,0,0,177,59,59,"within",NA,NA,0.846,0.19,0.09,0.318,"proportion",1,"omit","omit","consistent","comparing groups depending on how much they have slept","Table 2, p. 1064, proportions were measured with a ruler",19.75,NA,NA,19.37,20.12,0.8644,NA,"no_manipulation",0,0,"visual","car_theft_and_grocery_store__slides_calvillo_et_al_2016",NA,0,0,0,"text","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,6,6,36,"immediate exposure to misinformation","The experiment was a 4 (retention interval)×3 (recognition item type) mixed-model design. Retention interval was manipulated between subjects and consisted of four levels: immediate, 12-hour wake, 12-hour sleep, and 24hours.",0.154,0.81,0.09,0.318,NA,NA,26
"27","009","009_01","009_01_02","0027","calvillo et al.",2016,"Calvillo_2016","article","Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy","Sleep Increases Susceptibility to the Misinformation Effect",2016,"Applied Cognitive Psychology","10.1002/acp.3259","en","en","us","students","lab","course_credit","course credit toward the completion of a research requirement",0,0,0,0,177,36,36,"within",NA,NA,0.851,0.274,0.174,0.373,"proportion",1,"omit","omit","consistent","comparing groups depending on how much they have slept","Table 2, p. 1064, proportions were measured with a ruler",20.44,NA,NA,19.35,21.54,0.7777,NA,"no_manipulation",0,0,"visual","car_theft_and_grocery_store__slides_calvillo_et_al_2016",NA,0,0,12,"text","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,6,6,36,"exposure to misinformation after being awake for 12 hours","The experiment was a 4 (retention interval)×3 (recognition item type) mixed-model design. Retention interval was manipulated between subjects and consisted of four levels: immediate, 12-hour wake, 12-hour sleep, and 24hours.",0.149,0.726,0.174,0.373,NA,NA,27
"28","009","009_01","009_01_03","0028","calvillo et al.",2016,"Calvillo_2016","article","Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy","Sleep Increases Susceptibility to the Misinformation Effect",2016,"Applied Cognitive Psychology","10.1002/acp.3259","en","en","us","students","lab","course_credit","course credit toward the completion of a research requirement",0,0,0,0,177,36,36,"within",NA,NA,0.797,0.357,0.199,0.423,"proportion",1,"omit","omit","consistent","comparing groups depending on how much they have slept","Table 2, p. 1064,proportions were measured with a ruler",20.56,NA,NA,19.78,21.32,0.6944,NA,"no_manipulation",0,0,"visual","car_theft_and_grocery_store__slides_calvillo_et_al_2016",NA,0,0,12,"text","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,6,6,36,"exposure to misinformation after being asleep for 12 hours","The experiment was a 4 (retention interval)×3 (recognition item type) mixed-model design. Retention interval was manipulated between subjects and consisted of four levels: immediate, 12-hour wake, 12-hour sleep, and 24hours.",0.203,0.643,0.199,0.423,NA,NA,28
